from_grid,to_grid,avg_time
3420305,3420306,45
3552553,3554469,60
3512412,3514328,21
3527645,3529561,22
3548670,3546754,60
3544855,3544854,18
3537266,3537265,15
3642603,3642602,30
3579355,3577439,30
3491183,3493099,23
3621773,3621774,15
3473937,3473936,20
3414580,3414581,22
3679305,3677389,30
3575815,3575816,15
2849257,2849256,30
3477791,3475875,15
3424138,3422222,47
2600119,2600118,15
3606240,3606239,15
3633102,3633103,15
3437540,3437539,75
3098421,3100337,15
3853313,3853314,19
3489276,3491192,41
3675317,3675318,30
3186575,3188491,37
3648412,3648411,45
3188537,3188538,15
3504642,3506558,45
3537150,3539066,64
3575679,3573763,30
3324621,3322705,26
3529522,3531438,52
3496930,3498846,24
2533301,2533302,15
2927834,2925918,30
3594623,3594624,41
3521871,3519955,38
3209559,3211475,15
3489279,3487363,23
3491271,3491270,45
3569840,3569841,33
3136795,3134879,22
3533392,3535308,75
3634870,3636786,22
3518100,3516184,47
3366898,3368814,45
3862915,3862916,30
3248030,3248031,30
3489293,3489292,30
3713620,3715536,15
3588931,3590847,60
3132925,3131009,25
2908632,2910548,30
3671378,3671379,45
3523849,3521933,27
3575470,3573554,28
3207642,3205726,15
3462618,3462617,15
3083307,3081391,15
3671271,3671270,26
3843755,3843754,30
3652125,3652126,15
3165503,3165502,45
3512347,3512346,37
3523764,3523763,82
3552487,3550571,72
3533326,3531410,480
3644632,3644633,15
3531485,3533401,22
3311084,3313000,16
3600455,3602371,15
3462614,3464530,60
3257578,3257579,30
3531484,3531485,35
3573648,3573647,15
3288127,3286211,60
3602297,3602296,36
3564063,3564064,25
3274688,3274689,15
2676814,2676813,15
3548846,3550762,15
3577517,3575601,15
3144434,3142518,15
3498962,3500878,165
3351332,3353248,15
3629460,3629459,15
3646574,3646573,15
3567933,3567934,30
3755828,3755829,15
3644441,3644440,60
2709392,2707476,15
3569825,3569826,52
3558301,3558302,20
3491307,3491308,60
3422286,3422285,45
3391597,3393513,30
3560417,3562333,15
3696171,3698087,30
3437536,3437537,120
3694319,3694320,30
3828391,3828392,25
3533377,3535293,82
2927833,2925917,30
2872254,2874170,30
3512277,3510361,34
2941280,2941281,15
3311349,3311350,18
3378148,3378149,30
3548666,3548667,48
3544869,3542953,19
3491308,3491309,30
3196118,3196117,30
3569718,3567802,105
3638803,3638802,15
3577499,3579415,70
3153931,3152015,45
3487383,3489299,40
3671377,3671378,45
3288124,3290040,15
3098634,3098633,15
3518030,3516114,56
3619620,3617704,22
3573574,3573575,30
3516092,3516091,58
3404962,3404961,33
3533395,3531479,57
3604228,3606144,15
3303608,3303607,15
3326551,3326552,60
3521993,3521994,45
3669423,3671339,15
3452883,3452884,25
3763207,3765123,15
3564178,3562262,27
3322706,3322707,15
3475853,3475854,37
3544824,3544825,35
3485503,3485504,60
3635023,3635024,15
3510342,3508426,19
3359171,3359172,30
3405005,3403089,34
3755611,3753695,15
3573601,3575517,25
3376231,3376230,240
3569728,3571644,60
2883801,2881885,15
3318854,3318853,15
3188579,3190495,30
3514333,3516249,45
2937438,2937439,15
3470156,3470157,45
3571636,3571637,54
3583196,3583197,15
2939363,2939362,15
3523807,3523806,36
2705615,2707531,15
3512249,3510333,77
3587066,3587067,62
3324616,3324617,15
3650333,3648417,15
3427966,3426050,16
3079251,3077335,15
3497114,3495198,300
3581445,3579529,30
3594654,3592738,75
3623462,3621546,15
3504590,3504589,21
3554491,3552575,30
3826474,3826473,15
3475871,3475870,27
3316944,3318860,15
3550622,3550621,15
3678999,3677083,15
3611872,3611873,37
2617395,2615479,15
3573602,3573603,25
3410768,3410769,18
3694365,3694364,30
3617615,3615699,15
3479796,3477880,15
3134842,3136758,22
2684525,2684526,30
2519907,2519908,15
3702033,3702032,60
3525696,3525697,115
3468264,3470180,45
3552529,3552528,17
3152096,3152095,15
3745979,3745978,15
3339834,3337918,37
3498865,3498866,20
3200210,3198294,15
3510357,3510356,56
3686586,3684670,15
3539081,3539080,19
3238425,3238424,30
3332179,3332178,16
3449122,3451038,15
3324631,3326547,15
3393517,3393518,37
2569476,2569475,37
3328361,3330277,90
3282616,3280700,105
3613830,3613829,19
3577387,3577388,60
3416463,3414547,60
3273031,3274947,15
3297694,3295778,270
3688600,3688601,75
3500772,3500773,36
3512371,3512372,25
3625391,3627307,205
3372408,3374324,22
3217178,3219094,15
3403042,3401126,15
3510408,3510409,21
3799625,3799626,15
3111769,3113685,30
3293839,3293838,30
3832217,3832218,25
3824563,3824564,15
3786242,3784326,15
3341811,3339895,30
3477816,3477817,45
3698110,3698109,30
3778554,3780470,15
3554598,3556514,30
3414571,3414570,30
3360902,3358986,90
3150171,3150172,30
3378278,3376362,15
3665587,3665586,35
3332300,3332301,21
3552705,3554621,45
3429910,3429911,35
3083126,3081210,15
2749574,2749573,15
3772902,3770986,112
3360888,3358972,22
2682551,2682550,15
3803462,3803461,15
3449041,3447125,60
3044747,3046663,120
3397332,3399248,45
3600626,3600625,15
3556385,3554469,30
3608142,3608143,15
3316822,3316821,37
3667425,3667424,150
2839638,2839637,15
3142514,3140598,15
3337993,3337994,30
3368557,3368556,45
3665583,3667499,72
3617616,3617615,15
3791988,3790072,30
3523803,3525719,33
3203937,3205853,37
3301630,3301631,15
3606197,3606196,18
3721280,3721279,60
3044748,3044749,15
3519933,3521849,83
2858902,2860818,15
3268917,3267001,30
2935531,2933615,41
3468197,3468196,30
3324630,3324631,30
3598454,3596538,105
3370464,3368548,30
3531406,3529490,24
3556450,3556451,20
3326472,3324556,15
3385831,3387747,15
3299584,3301500,15
3606179,3606180,16
3566082,3566083,36
3537168,3535252,71
3542920,3542919,37
3450949,3449033,18
3516259,3514343,22
3514347,3516263,22
2927791,2925875,15
3502679,3504595,69
3843724,3843725,72
2556253,2556252,15
3307520,3305604,18
3332176,3334092,28
2602053,2600137,15
3265377,3267293,30
3073504,3073503,15
3654045,3654046,84
3611956,3611957,15
3786242,3786241,15
3602445,3602446,45
2504444,2504443,15
3462451,3460535,84
2866626,2866627,75
3537205,3537206,15
3303423,3303424,15
3500772,3502688,45
3004515,3004516,30
3686582,3688498,1110
3314915,3314914,41
3537178,3539094,19
3546734,3546733,15
2615432,2615431,15
3502734,3502735,60
3617931,3617932,15
3027568,3029484,15
3439475,3439474,45
3519936,3518020,73
3744281,3744280,15
3592773,3594689,15
3460543,3460542,97
3560181,3562097,15
3598469,3596553,75
3508574,3508573,30
3633006,3634922,45
3579397,3579396,16
3554473,3556389,15
3489303,3489304,60
3640664,3642580,17
3389665,3387749,20
3529498,3529497,27
3542935,3542934,26
3521895,3521896,15
3336239,3338155,15
3222929,3222928,15
3251718,3253634,43
2945052,2945053,30
3556380,3558296,16
3604325,3606241,15
3385816,3387732,15
2548547,2548546,15
3521914,3519998,22
3537169,3537168,43
3303775,3301859,15
3236459,3236460,45
3525699,3525698,20
3636860,3636861,35
3531461,3531460,15
3562073,3563989,30
3563984,3563983,30
3598450,3598451,46
3516258,3516257,62
3519918,3521834,81
3598451,3600367,157
3525695,3527611,34
3592707,3590791,18
3452957,3451041,60
3387857,3385941,15
3296117,3296118,15
3267006,3267007,45
3531512,3531513,60
3253629,3253628,15
3556329,3554413,115
3543004,3543003,15
3525765,3525766,25
3609997,3608081,32
3650542,3648626,45
3671659,3669743,15
3466360,3464444,45
3527658,3529574,15
3495113,3495112,15
3201905,3203821,30
3606170,3604254,15
3562128,3562129,37
3565998,3565999,60
3740251,3740252,15
3556366,3556367,37
3619575,3621491,45
3481703,3481702,15
3652167,3654083,15
3615778,3615777,60
3554403,3554404,69
3240160,3240161,30
3642572,3642573,120
3429873,3429872,20
3686656,3686655,30
2950804,2950805,15
3284244,3284243,30
3575564,3575565,15
3299598,3301514,15
3533405,3533406,16
3474007,3472091,90
3726818,3726817,30
3623583,3625499,15
3527588,3529504,19
2663409,2663408,15
3131254,3131253,15
3314911,3316827,18
2634697,2636613,15
3648297,3648298,15
3542934,3541018,68
3498949,3500865,15
3429873,3427957,21
3504645,3502729,25
3525714,3525713,28
3324506,3324507,30
3659946,3661862,90
3487355,3489271,56
3495095,3497011,15
3401135,3399219,67
3521844,3521843,55
3213397,3213396,35
3566085,3564169,20
3466286,3466287,15
2584814,2586730,105
3483593,3483594,16
3134771,3134772,15
3245956,3247872,15
3332180,3330264,15
3608035,3606119,25
3519937,3519936,70
3625336,3625337,22
3353406,3355322,15
3556436,3558352,42
3598451,3598452,57
3600431,3598515,30
3747942,3747941,30
3426058,3426057,19
3548767,3546851,17
3590870,3588954,22
3861011,3861012,26
3439489,3439488,45
3690495,3690494,15
3811131,3811132,37
3295783,3297699,17
3546786,3548702,15
3454781,3452865,16
3305349,3303433,15
3519919,3519920,46
3598524,3596608,105
3209647,3209646,20
3521826,3521827,63
3552514,3550598,63
3259549,3259548,15
3460558,3458642,41
3533350,3533351,60
2975741,2973825,15
3621537,3623453,105
2626958,2626959,30
3464394,3466310,60
3516087,3518003,19
2519911,2517995,30
3728916,3728917,30
3426040,3426041,30
3495011,3495012,28
3479793,3479794,517
3751756,3751755,15
3305554,3305555,15
3466287,3468203,15
3479722,3481638,27
3568114,3568115,15
3625284,3625283,30
3682768,3684684,30
3761707,3759791,15
3619647,3619646,18
3309367,3311283,45
3684730,3684731,24
3594864,3594863,15
2550471,2550470,15
3544823,3546739,80
3473976,3473977,52
3449037,3450953,60
3173354,3173353,45
3326538,3328454,15
2866627,2866628,15
3473961,3475877,42
3184670,3184671,15
3692417,3690501,30
3481686,3481687,38
3510338,3510339,53
2837728,2837727,45
3688548,3688547,30
3171447,3171446,15
3690492,3692408,16
3717323,3719239,15
3717322,3717323,30
3571964,3570048,15
3380085,3380084,39
3631186,3629270,75
3368608,3370524,30
3636933,3635017,45
3473952,3472036,61
3542917,3542918,40
3634916,3633000,15
3429980,3429981,30
3700017,3700016,30
3460544,3458628,64
3498864,3498865,81
3609994,3611910,35
3466272,3466273,32
2617392,2617393,15
3150174,3148258,96
3518026,3519942,25
2586725,2586724,15
3654254,3656170,15
3577475,3577474,45
3608369,3606453,15
3475922,3477838,45
2577251,2577252,15
3422240,3422241,15
3613829,3611913,56
3504730,3504729,15
3518235,3520151,30
2550472,2550471,15
3228724,3228723,135
3336015,3336016,30
3571639,3569723,33
3497045,3495129,15
3395564,3397480,30
3590796,3590797,15
3441383,3443299,15
3595003,3593087,15
3657899,3659815,45
3506530,3504614,67
3489266,3487350,137
3583145,3583144,45
2954688,2954689,15
2573315,2573314,50
3301718,3301717,15
3571650,3571651,37
3108030,3106114,15
3552724,3552723,30
3544827,3544826,72
3587070,3585154,22
3627232,3625316,15
3495025,3496941,37
2740034,2738118,30
3226761,3226760,30
3682767,3682768,45
2899135,2901051,30
2931643,2933559,30
2770701,2772617,30
3435620,3435619,131
3627247,3625331,15
3767135,3767134,45
3441384,3441385,135
3493118,3495034,41
3353321,3355237,45
3495010,3496926,31
3541079,3541080,15
3738343,3740259,37
3627511,3625595,22
3506724,3504808,15
3498865,3500781,108
2655755,2655754,45
3491214,3489298,22
3301773,3299857,15
3495149,3495150,37
3569747,3567831,50
3431805,3429889,90
2864737,2864736,60
3652097,3652098,18
3531457,3533373,30
3696478,3698394,20
3690630,3692546,15
3531443,3531444,36
2663406,2663407,15
3487358,3487357,26
3267005,3268921,15
2215194,2215193,15
3359120,3357204,15
3571654,3569738,39
3242086,3242085,18
3562142,3564058,45
2738071,2736155,15
3657844,3657845,68
3550688,3550689,15
3495028,3493112,15
3246026,3246027,45
3598590,3598591,45
3623444,3623445,140
3420351,3420350,18
3104174,3104173,15
3495098,3495097,157
2996832,2994916,15
3634898,3636814,30
3554422,3552506,24
2642356,2642355,15
3638772,3640688,15
2929783,2929782,20
3594651,3594652,45
3646724,3646725,45
3142499,3140583,15
3464383,3464382,60
3598506,3598507,15
3497027,3498943,30
2671064,2669148,15
3544966,3543050,52
3278510,3276594,15
3642642,3644558,30
3496976,3495060,45
2613507,2613508,45
2640393,2640392,15
3550604,3550605,22
3518011,3519927,52
3611890,3611889,42
2722744,2722745,15
3560236,3560237,15
3063891,3063892,15
3175143,3175144,15
3535312,3535313,22
3552529,3550613,17
2540858,2540859,15
3441387,3441386,120
2740031,2740032,15
3648297,3650213,15
3473979,3473978,30
3728917,3728918,30
3315055,3315054,36
3604283,3604284,45
3529535,3529536,45
3251652,3251651,15
3569746,3569745,45
3723278,3725194,15
3560324,3560323,16
2634697,2634698,15
3596543,3596544,16
2745811,2745812,15
3159681,3157765,15
3364739,3366655,40
3665587,3663671,50
3542934,3542933,62
3592707,3592706,38
3635023,3636939,15
3585088,3585089,67
2948911,2946995,15
3550566,3548650,16
3510408,3512324,19
3861010,3861011,15
2885718,2887634,15
3646463,3646462,45
3650189,3650190,30
3560269,3558353,60
3636887,3638803,52
3621537,3621538,137
3629191,3629192,90
3535257,3537173,53
3508445,3508446,17
3410730,3410729,45
3711629,3713545,15
3470128,3472044,60
3127381,3127380,15
3799653,3801569,15
3713564,3713565,15
3655999,3655998,45
3449028,3447112,70
3583279,3583280,170
3546958,3546957,15
3318743,3316827,15
3675164,3677080,96
3587056,3585140,15
3587232,3587233,30
3247863,3249779,60
3165698,3163782,15
3519947,3521863,105
3657918,3656002,17
2600132,2600131,45
3556464,3556465,18
3422272,3420356,20
3613815,3611899,15
3556371,3554455,22
3592872,3592871,30
3560198,3558282,30
3514338,3512422,75
3309413,3309412,15
3600612,3600611,30
3435634,3433718,22
2558129,2558130,15
3533327,3531411,155
3636831,3636832,15
3433792,3435708,24
2920174,2920175,15
3627246,3625330,66
3334334,3336250,15
2878003,2879919,30
3299903,3299904,15
3473951,3473950,37
3475870,3473954,20
3679000,3678999,30
3397336,3397335,18
3711564,3709648,30
3562059,3562060,21
3654046,3655962,45
3725158,3725159,20
3782371,3782370,15
3659792,3659793,45
3502748,3502749,45
2968091,2968092,22
3732776,3730860,105
3673247,3673246,15
2759233,2759234,15
3194238,3192322,28
3577415,3579331,67
3424124,3424123,30
3627190,3625274,45
3736398,3736397,15
3797709,3797708,15
3406880,3408796,40
3470119,3468203,47
3477787,3477788,157
3556455,3556454,17
3472133,3472134,15
2651894,2649978,15
3753705,3753704,15
3665588,3663672,105
3650207,3648291,15
3418384,3418383,30
3341852,3341851,60
3516156,3516157,30
3654091,3652175,46
3631209,3631210,30
3464366,3464367,135
3384159,3384160,45
3470115,3472031,15
3717312,3715396,15
3180763,3178847,15
3257637,3257636,60
3460539,3460540,84
3544852,3546768,60
3715373,3717289,17
3067750,3067751,15
3460526,3462442,15
3161880,3163796,15
3788129,3790045,15
2849253,2849254,345
3657997,3657998,45
3152092,3152093,31
3640821,3640820,36
2998999,3000915,15
3125182,3125181,45
3153932,3152016,15
2780324,2780325,15
3516101,3518017,43
3703945,3703944,45
3439457,3439458,85
3403037,3404953,112
3305511,3305512,15
3324505,3326421,30
3368556,3366640,30
3261372,3259456,25
3661731,3661730,15
3558320,3556404,255
3575550,3575551,30
3483624,3481708,15
2768822,2770738,15
3366660,3368576,15
3449042,3447126,60
3454777,3456693,90
3389666,3389665,49
3554533,3554532,24
3253749,3253750,60
3292066,3292067,15
3330297,3332213,45
3663666,3661750,34
3608104,3608103,15
3138698,3138699,15
3531489,3531488,76
2818598,2820514,15
3544838,3546754,131
3244006,3244005,15
3619606,3617690,105
3485462,3487378,30
3452953,3452954,60
3537233,3537234,18
3516309,3516310,15
3655942,3655941,30
3621541,3619625,60
3284285,3282369,20
3625368,3623452,15
3144421,3142505,15
3631112,3633028,75
3590879,3592795,60
3102253,3100337,15
3403041,3403040,20
3701908,3699992,15
3782385,3782384,15
3650510,3650511,15
3387758,3385842,120
3533336,3535252,67
2964264,2964265,15
3363070,3363071,15
3719146,3721062,21
3535248,3533332,15
2372249,2372250,30
3483597,3483596,97
3474008,3474007,70
3588921,3587005,15
3544856,3542940,22
3223024,3224940,30
3621523,3623439,90
3542921,3541005,52
3782455,3780539,15
3192314,3190398,15
3265131,3263215,27
3600752,3598836,60
3648505,3650421,15
3521913,3521912,30
3508436,3508435,47
3293978,3293977,30
3705797,3703881,26
3537224,3535308,15
3598562,3598563,45
3733009,3734925,15
3560264,3560265,25
3142513,3142512,27
2558086,2558087,15
3707662,3707661,15
3625280,3625281,57
3497074,3497073,150
3307252,3307253,15
3671321,3673237,45
3015961,3015962,30
3305331,3307247,15
3560167,3560168,28
3560185,3560184,15
2805145,2805146,15
3353350,3353351,15
3523747,3525663,26
3320800,3322716,22
3245919,3245918,15
3382003,3382004,90
3602335,3602336,15
3550645,3550646,15
3487354,3489270,750
3535341,3535342,20
3529536,3529537,45
3140594,3138678,15
3732776,3732775,187
3658209,3656293,42
3642589,3640673,15
3780739,3782655,15
2772665,2772666,15
3201849,3203765,15
3709579,3709580,55
3608100,3610016,15
3270846,3270847,22
3565942,3565943,15
3713652,3713651,15
3523751,3523750,49
3629107,3629108,15
2922086,2922085,15
